"PR"	"URL"	"Title"	"Content type"	"Is rendered page"	"HTTP status code"	"Organic traffic"	"Depth"	"Is indexable page"	"No. of all inlinks"	"First found at"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437989648_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437989648_full.png"
"0"	"https://www.rshankar.com/assets/images/image103.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"1"	"false"	"1"	"https://www.rshankar.com/turn-off-auto-detect-links-in-google-docs/"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1435582977_full1.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1435582977_full1.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2016/03/1457068770_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2016/03/1457068770_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437970356_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437970356_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/06/1434546891_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/06/1434546891_full.png"
"0"	"https://www.rshankar.com/apps-2/expense-split/"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/apps-2/expense-split/"
"0"	"https://www.rshankar.com/wp-content/uploads/2017/10/1509194924_full.jpeg"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2017/10/1509194924_full.jpeg"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/06/Date-Picker-Mode-set-to-time_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/06/Date-Picker-Mode-set-to-time_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2016/03/1457070194_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2016/03/1457070194_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1435638057_full1.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1435638057_full1.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2015/07/1437219312_full.png"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2015/07/1437219312_full.png"
"0"	"https://www.rshankar.com/wp-content/uploads/2019/10/20110422-123538.jpg"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"2"	"false"	"1"	"https://rshankar.com/wp-content/uploads/2019/10/20110422-123538.jpg"
